step,time,pos_err_norm,rot_err_norm,err_6d_norm,qdot_max,line_dev,phase_error,sigma_min,condition_number,joint_center_cost,joint_margin_min,qdot_norm,px,py,pz,roll,pitch,yaw,r11,r12,r13,r21,r22,r23,r31,r32,r33,epx,epy,epz,erx,ery,erz,q1,q2,q3,q4,q5,q6,qdot1,qdot2,qdot3,qdot4,qdot5,qdot6,qdot_null1,qdot_null2,qdot_null3,qdot_null4,qdot_null5,qdot_null6,qdot_primary_norm,qdot_null_norm,qdot_null_ratio,null_task_leak_norm
10,0.01,4.797666569472574e-07,1.3349478342354625e-07,4.979928737639193e-07,0.001591830697758872,2.760272872935337e-07,-3.9240920196137717e-07,4.5233933981408684e-05,17368.529459747482,1.0000769143350485,8.182753050375896e-07,0.0019867378427802854,0.3340812859221989,0.0010018830901658612,0.3309332367541164,2.488865296079723e-07,-2.465270951823584e-07,-1.0289568441734787e-07,0.9999999999414289,1.0299165189497925e-07,-2.472705992948021e-07,-1.0289568452673455e-07,1.000000000113388,-2.488865041270179e-07,2.4652709545470997e-07,2.4931217618151535e-07,1.0000000003226195,2.450505022233429e-07,-4.075362274233701e-07,6.356508330807031e-08,4.446820430406442e-08,-4.5538229632108135e-08,1.1734438908292503e-07,-1.3125627659942628e-07,-6.139092142640662e-06,3.2731012201503583e-06,1.7994509225321815e-07,1.5700031991085526,1.5621150295402527e-07,-3.399472648705307e-05,-0.001591830697758872,0.0008483970847848228,4.662056382258435e-05,0.0008297350732100156,4.0438373131019736e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0019867378427802854,0.0,0.0,0.0
11,0.011,6.298956261723989e-07,1.7617430453948083e-07,6.540687161538062e-07,0.0019245275928829004,3.726043066028053e-07,-5.078725534840829e-07,4.518769133456368e-05,17386.30546762617,1.0000749295167812,1.0746627602117265e-06,0.002401948489676236,0.3340815082055818,0.0010018717392750991,0.33093336834424536,3.35930252504113e-07,-3.328281312775516e-07,-1.3881692018102854e-07,0.9999999999413995,1.3891283693444763e-07,-3.3357165636280217e-07,-1.3881692004723036e-07,1.000000000113358,-3.3593020640433364e-07,3.328281314614323e-07,3.3635589929970067e-07,1.0000000003225693,3.128784795691786e-07,-5.412410167798375e-07,7.703063448216696e-08,5.404763839071665e-08,-5.5860356114299155e-08,1.5810078740834833e-07,-1.7233462195470057e-07,-8.063619735523562e-06,4.298651040846906e-06,2.362883547115586e-07,1.570004202377577,2.050676909082973e-07,-4.107834535527429e-05,-0.0019245275928829004,0.001025549820696548,5.6343262458340454e-05,0.0010032690246272818,4.885618795427204e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.002401948489676236,0.0,0.0,0.0
12,0.012,8.084390167878559e-07,2.2732303300225643e-07,8.397912866886987e-07,0.0022884469417486872,4.893453406067003e-07,-6.435175067566139e-07,4.513177719998261e-05,17407.8479165501,1.000072569480561,1.379483309632862e-06,0.0028561186808435945,0.3340817769479799,0.0010018580231151515,0.33093352735812287,4.4111132213586757e-07,-4.371188708773843e-07,-1.822233013371033e-07,0.9999999999413525,1.823191370037314e-07,-4.37862429668312e-07,-1.8222330116589507e-07,1.0000000001133103,-4.4111124271391305e-07,4.371188709346302e-07,4.415369691534998e-07,1.0000000003224883,3.916279999183203e-07,-7.012708160617203e-07,9.176271620336962e-08,6.460063003226521e-08,-6.730368626462562e-08,2.0729865833616052e-07,-2.2115541990651174e-07,-1.035206667727225e-05,5.517933238531448e-06,3.0326004625445784e-07,1.5700053954979858,2.631232569507528e-07,-4.882079795181118e-05,-0.0022884469417486872,0.0012192821976845416,6.697169154289925e-05,0.0011931204087371535,5.80555660424555e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0028561186808435945,0.0,0.0,0.0
13,0.013000000000000001,1.0178283274611e-06,2.8772459266786226e-07,1.0577144914428218e-06,0.002683505771607716,6.281369553356041e-07,-8.008860527678812e-07,4.5065282102431994e-05,17433.536558289175,1.0000698021466634,1.7368689791059861e-06,0.003349143799190758,0.3340820965098851,0.0010018417216768462,0.3309337163473183,5.661167379322762e-07,-5.61073925542388e-07,-2.3381106206699087e-07,0.99999999994128,2.3390677287135634e-07,-5.618175363993061e-07,-2.3381106189095794e-07,1.0000000001132363,-5.661166066047543e-07,5.610739256672881e-07,5.665423844503081e-07,1.000000000322363,4.820284558726406e-07,-8.899505583193513e-07,1.077547013283997e-07,7.613539321407935e-08,-7.988882255329126e-08,2.6571906058292755e-07,-2.7837475531342714e-07,-1.3035572448879965e-05,6.9474759164239445e-06,3.81761925955905e-07,1.5700067947490508,3.311567267798874e-07,-5.7219335406915426e-05,-0.002683505771607716,0.0014295426778924967,7.850187970144718e-05,0.0013992510650386758,6.803346982913463e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.003349143799190758,0.0,0.0,0.0
14,0.014,1.2604832553332911e-06,3.5815884830134486e-07,1.310380020296462e-06,0.0031096206110459846,7.908597738087892e-07,-9.81508459029318e-07,4.49872986698913e-05,17463.76017074412,1.00006659552568,2.150938881699212e-06,0.0038809186229780343,0.33408247124034496,0.0010018226158611705,0.3309339378529401,7.126264907064694e-07,-7.063611815461002e-07,-2.9427355263678123e-07,0.9999999999411723,2.943690778576857e-07,-7.071048699902605e-07,-2.9427355266426576e-07,1.0000000001131268,-7.126262829817202e-07,7.063611817612059e-07,7.130521376130794e-07,1.0000000003221774,5.847996922270227e-07,-1.1095955907622617e-06,1.2499992763093104e-07,8.866015731839798e-08,-9.36361014598761e-08,3.34139817477981e-07,-3.4464596594002555e-07,-1.614519305992595e-05,8.603755526796848e-06,4.7269163149604e-07,1.5700084163715058,4.0994374875410705e-07,-6.627121062659839e-05,-0.0031096206110459846,0.0016562796103729042,9.092970554013498e-05,0.0016216224549073079,7.878702197421965e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0038809186229780343,0.0,0.0,0.0
15,0.015,1.5388116537079044e-06,4.394020287055478e-07,1.6003172961690462e-06,0.0035667074865752984,9.793884692997164e-07,-1.1869033371675026e-06,4.489692165060028e-05,17498.918445712075,1.000062917719056,2.625799189964483e-06,0.004451337321565381,0.3340829054769151,0.0010018004874774611,0.3309341944056496,8.823135755342548e-07,-8.746418065364026e-07,-3.643012460585737e-07,0.9999999999410157,3.643965028205137e-07,-8.753856071408439e-07,-3.6430124602286197e-07,1.000000000112968,-8.82313256642514e-07,8.746418071383516e-07,8.827392220522867e-07,1.0000000003219087,7.006520822971929e-07,-1.3625116871713444e-06,1.4349169830119024e-07,1.0218316775792713e-07,-1.0856559623239546e-07,4.1333552275628435e-07,-4.20619644059807e-07,-1.971190054650125e-05,1.0503196759857931e-05,5.769425154843989e-07,1.570010276567162,5.002572677758815e-07,-7.597367811978144e-05,-0.0035667074865752984,0.0018994412330610823,0.00010425088398835889,0.0018601956562196553,9.031351902177444e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.004451337321565381,0.0,0.0,0.0
16,0.016,1.85520952322911e-06,5.322268265325665e-07,1.9300434632310506e-06,0.0040546819193734,1.1955917583567735e-06,-1.41857771108829e-06,4.479324792998785e-05,17539.42409349804,1.0000587369196363,3.165543108656824e-06,0.0050602934513357305,0.3340834035456102,0.0010017751192413834,0.3309344885256747,1.0768439979713662e-06,-1.0675702584173052e-06,-4.4458174253136917e-07,0.9999999999407959,4.446766212308808e-07,-1.0683142160558545e-06,-4.445817424020467e-07,1.000000000112745,-1.0768435230881272e-06,1.0675702587590458e-06,1.077269644433887e-06,1.0000000003215308,8.302866051912439e-07,-1.6509950601011156e-06,1.632232821680013e-07,1.167126843133493e-07,-1.2469711844779818e-07,5.04077546466925e-07,-5.069436378887424e-07,-2.376658246587465e-05,1.2662172434627297e-05,6.954034680331998e-07,1.57001239149852,6.028677129026294e-07,-8.63239938289354e-05,-0.0040546819193734,0.002158975674769366,0.0001184609525488009,0.002114931358094967,0.0001026104451267479,0.0,0.0,0.0,0.0,0.0,0.0,0.0050602934513357305,0.0,0.0,0.0
17,0.017,2.2120610220637378e-06,6.374024770593213e-07,2.302063396845323e-06,0.004573458922054736,1.4413323936541014e-06,-1.6780270845184484e-06,4.46753765476119e-05,17585.70518662519,1.0000540214122178,3.7742508479498175e-06,0.005707679951656636,0.33408396976085625,0.001001746294772831,0.3309348227228239,1.2978767869320507e-06,-1.2867942897898388e-06,-5.35799776102408e-07,0.9999999999404929,5.358941342644652e-07,-1.287538464567195e-06,-5.357997760112639e-07,1.000000000112438,-1.2978760971658924e-06,1.2867942905427088e-06,1.2983024333390603e-06,1.00000000032101,9.743949220819559e-07,-1.977332373000445e-06,1.8418791447594174e-07,1.322569816159596e-07,-1.420502197127514e-07,6.071340409289808e-07,-6.042630528532868e-07,-2.834004138792939e-05,1.509700339179927e-05,8.289587255133839e-07,1.5700147772883757,7.185431987726629e-07,-9.731941496454442e-05,-0.004573458922054736,0.0024348309571719726,0.00013355525748018416,0.0023857898556782263,0.00011567548587003349,0.0,0.0,0.0,0.0,0.0,0.0,0.005707679951656636,0.0,0.0,0.0
18,0.018000000000000002,2.6117384867788116e-06,7.556948190206285e-07,2.718869725238099e-06,0.005122952995378613,1.7184671577085373e-06,-1.9667355061657e-06,4.454240871389623e-05,17638.20776971604,1.0000487395741116,4.455989597127736e-06,0.006393389140768451,0.3340846084254451,0.001001713798593929,0.33093519949649985,1.5470640035708527e-06,-1.5339549599424629e-06,-6.386372208844193e-07,0.9999999999400843,6.387308759745358e-07,-1.534699427440528e-06,-6.386372208321371e-07,1.0000000001120228,-1.5470630237084982e-06,1.5339549606623731e-06,1.5474896503109292e-06,1.0000000003203071,1.1336594499256059e-06,-2.3438007524393192e-06,2.063787968298314e-07,1.4882434761242232e-07,-1.6064419420172122e-07,7.232699467844886e-07,-7.132202526978587e-07,-3.3462994383308e-05,1.7823958388510942e-05,9.78487665407709e-07,1.5700174500194206,8.480497409113406e-07,-0.0001089571998445719,-0.005122952995378613,0.002726954996711673,0.00014952893989432517,0.002672731044947447,0.0001295065421386777,0.0,0.0,0.0,0.0,0.0,0.0,0.006393389140768451,0.0,0.0,0.0
19,0.019,3.0566024606738525e-06,8.878663420015633e-07,3.1829428590310397e-06,0.00570307812508204,2.028846856462691e-06,-2.2861756353319345e-06,4.439344782712527e-05,17697.39876782229,1.0000428598757134,5.214813498758882e-06,0.00711731271182505,0.33408532383048883,0.001001677416126818,0.3309356213357141,1.8260507528289338e-06,-1.8106866379596909e-06,-7.537730968287804e-07,0.9999999999395413,7.538658185273424e-07,-1.8114314938658116e-06,-7.537730967594558e-07,1.0000000001114722,-1.8260493876154538e-06,1.8106866385720483e-06,1.8264763993469657e-06,1.0000000003193732,1.3087534357358876e-06,-2.7526678001133474e-06,2.2978909736126596e-07,1.6642308256549986e-07,-1.804980810327985e-07,8.532469991697076e-07,-8.344548604353643e-07,-3.916607250839004e-05,2.085925399503553e-05,1.1448645871900511e-06,1.5700204257338382,9.9215148499325e-07,-0.0001212346077375056,-0.00570307812508204,0.0030352956065245866,0.000166376921782342,0.0029757144176259975,0.00014410174408190942,0.0,0.0,0.0,0.0,0.0,0.0,0.00711731271182505,0.0,0.0,0.0
20,0.02,3.5490017257513835e-06,1.0346762237196448e-06,3.696751024523702e-06,0.006313747778647082,2.374316313202811e-06,-2.6378088054819347e-06,4.422759949028045e-05,17763.769232243012,1.000036350881083,6.0547636233382515e-06,0.007879341728851404,0.33408612025537665,0.0010016369336915334,0.33093609071910046,2.1364751905394996e-06,-2.118617012047963e-06,-8.818835759427657e-07,0.9999999999388314,8.819750774548612e-07,-2.1193623761586733e-06,-8.818835757653733e-07,1.0000000001107523,-2.136473321989266e-06,2.1186170130037957e-06,2.136900837224065e-06,1.000000000318153,1.5003410281932972e-06,-3.2061916049473584e-06,2.5441195111719495e-07,1.8506149997884975e-07,-2.016306654539829e-07,9.978237338853525e-07,-9.68603759146378e-07,-4.5479820287037124e-05,2.4219054493353006e-05,1.328958479169757e-06,1.5700237204328942,1.1516109501404084e-06,-0.00013414889871101365,-0.006313747778647082,0.003359800498317478,0.00018409389197970576,0.003294699056065524,0.00015945946514715835,0.0,0.0,0.0,0.0,0.0,0.0,0.007879341728851404,0.0,0.0,0.0
21,0.021,4.091273337588244e-06,1.1968803596530803e-06,4.262750299769357e-06,0.00695487490215717,2.756714362577257e-06,-3.023085087461636e-06,4.404397152760629e-05,17837.837970325254,1.0000291812485294,6.979867944393415e-06,0.008679366622817992,0.33408700196773133,0.001001592138503752,0.33093661011492975,2.4799685371945657e-06,-2.4593670979733417e-06,-1.023641988506796e-06,0.9999999999379164,1.0237319170428418e-06,-2.460113116747875e-06,-1.0236419882533248e-06,1.0000000001098241,-2.47996601932233e-06,2.4593670990974426e-06,2.480394183934642e-06,1.0000000003165799,1.7090773492545175e-06,-3.706620755062175e-06,2.8024045972685485e-07,2.04747924450184e-07,-2.2406048176427686e-07,1.1577554937326744e-06,-1.116301092631665e-06,-5.2434695189194296e-05,2.791947177757366e-05,1.5316327712171592e-06,1.5700273500765225,1.3271892863093026e-06,-0.0001476973334852871,-0.00695487490215717,0.003700417284220655,0.00020267429204740218,0.003629643628259517,0.00017557833616889417,0.0,0.0,0.0,0.0,0.0,0.0,0.008679366622817992,0.0,0.0,0.0
22,0.022,4.685742661904022e-06,1.3752313871484758e-06,4.883384652245377e-06,0.00762637191719152,3.1778738449791448e-06,-3.4434433520819255e-06,4.384167400178988e-05,17920.155614309326,1.0000213197312064,7.994141314052296e-06,0.009517277187756457,0.3340879732233676,0.0010015428186725907,0.33093718198112404,2.8581550846062953e-06,-2.8345512452787602e-06,-1.1797188297357764e-06,0.9999999999367516,1.179806755699768e-06,-2.8352980972201625e-06,-1.1797188294754687e-06,1.0000000001086429,-2.8581517403499837e-06,2.8345512461686734e-06,2.858580731401883e-06,1.0000000003145773,1.9356085648181143e-06,-4.2561943497971145e-06,3.07267691346258e-07,2.2549069183773428e-07,-2.47805814198037e-07,1.3337944348896156e-06,-1.2781782659236847e-06,-6.0061067106385817e-05,3.197656525620918e-05,1.753745073315525e-06,1.5700313305829054,1.51964654584422e-06,-0.0001618771732920197,-0.00762637191719152,0.004057093478635525,0.00022211230209836589,0.003980506382880318,0.00019245725953491734,0.0,0.0,0.0,0.0,0.0,0.0,0.009517277187756457,0.0,0.0,0.0
23,0.023,5.334723411367587e-06,1.5704787058602214e-06,5.561085976799299e-06,0.008328150717681268,3.639621601042434e-06,-3.900311330791822e-06,4.361981923033505e-05,18011.309195892965,1.0000127351777148,9.10158543905754e-06,0.010392962576842423,0.3340890382662514,0.0010014887631981683,0.330937808765271,3.2726522078974085e-06,-3.2457771435012717e-06,-1.350781765996345e-06,0.9999999999352847,1.3508671714090954e-06,-3.246525044749149e-06,-1.3507817660424685e-06,1.0000000001071554,-3.272647823178765e-06,3.2457771447624156e-06,3.2730778547485073e-06,1.0000000003120562,2.1805719532252965e-06,-4.857142011493315e-06,3.3548668049165897e-07,2.472981491312783e-07,-2.7288470044550576e-07,1.5266895333562114e-06,-1.4548639456624026e-06,-6.838921782406708e-05,3.640634175623016e-05,1.9961468998741924e-06,1.5700356778280498,1.7297419692587934e-06,-0.00017668567973871792,-0.008328150717681268,0.004429776500020971,0.0002424018265586673,0.004347245144365633,0.00021009542341457346,0.0,0.0,0.0,0.0,0.0,0.0,0.010392962576842423,0.0,0.0,0.0
24,0.024,6.040517683567593e-06,1.7833684944633582e-06,6.298274134438521e-06,0.00906012266686261,4.143778466286273e-06,-4.395105676529565e-06,4.337752180249916e-05,18111.92730487184,1.000003396532714,1.0306188857230724e-05,0.011306311298591078,0.3340902013284604,0.0010014297619693807,0.3309384929046383,3.7250703752711445e-06,-3.69464583283019e-06,-1.5374956428004793e-06,0.9999999999334576,1.5375779072647612e-06,-3.695395040775873e-06,-1.537495642579773e-06,1.0000000001053027,-3.7250646943552348e-06,3.6946458339317395e-06,3.7254960221777544e-06,1.0000000003089153,2.444595973816188e-06,-5.511683897490866e-06,3.648904279840437e-07,2.7017865236271887e-07,-2.993149329416217e-07,1.7371865915238128e-06,-1.646984060342291e-06,-7.744934049092969e-05,4.12247554289229e-05,2.2596833797316464e-06,1.5700404076453578,1.9582342852970213e-06,-0.0001921201146798882,-0.00906012266686261,0.004818413672692742,0.00026353647985745415,0.004729817308066928,0.00022849231603822815,0.0,0.0,0.0,0.0,0.0,0.0,0.011306311298591078,0.0,0.0,0.0
