step,error_norm,px,py,pz,q1,q2,q3,q4,q5,q6,qdot1,qdot2,qdot3,qdot4,qdot5,qdot6
26,0.5234766530961273,0.16414146210847008,0.008908423633407686,0.3218128923602473,0.0471356180361281,-0.06750000000000002,0.06750000000000002,0.011101872379706161,0.06750000000000002,0.0,1.015812960721071,-2.5,2.5,0.25798730307304313,2.5,0.0
27,0.5228084590625856,0.1645946938175998,0.00910478330417646,0.32247049746863554,0.04811320094915057,-0.07000000000000002,0.07000000000000002,0.011352102063041951,0.07000000000000002,0.0,0.9775829130224745,-2.5,2.5,0.2502296833357905,2.5,0.0
28,0.5221397737909672,0.1650496860449422,0.0092956004093235,0.3231273232029467,0.04905407467520509,-0.07250000000000002,0.07250000000000002,0.011594880717259165,0.07250000000000002,0.0,0.9408737260545181,-2.5,2.5,0.2427786542172137,2.5,0.0
29,0.5214705723883619,0.16550644205266368,0.009481088201423758,0.32378336538833613,0.0499596968680478,-0.07500000000000002,0.07500000000000002,0.01183050183802974,0.07500000000000002,0.0,0.9056221928427055,-2.5,2.5,0.23562112077057343,2.5,0.0
30,0.5208008319890467,0.16596496402809902,0.009661451454729006,0.324438619864485,0.0508314646952632,-0.07750000000000003,0.07750000000000003,0.012059246405825595,0.07750000000000003,0.0,0.8717678272154021,-2.5,2.5,0.22874456779585442,2.5,0.0
31,0.5201305316015562,0.16642525318873305,0.009836886814623767,0.3250930824846975,0.05167071743900327,-0.08000000000000003,0.08000000000000003,0.012281383439504651,0.08000000000000003,0.0,0.8392527437400656,-2.5,2.5,0.2221370336790571,2.5,0.0
32,0.5194596519674882,0.1668873098780377,0.010007583132463096,0.3257467491150788,0.052478738981997716,-0.08250000000000003,0.08250000000000003,0.012497170524917063,0.08250000000000003,0.0,0.8080215429944442,-2.5,2.5,0.2157870854124126,2.5,0.0
33,0.5187881754311373,0.16735113365292575,0.010173721786379125,0.3263996156337885,0.05325676018394162,-0.08500000000000003,0.08500000000000003,0.012706854319661284,0.08500000000000003,0.0,0.7780212019439023,-2.5,2.5,0.20968379474422055,2.5,0.0
34,0.5181160858191087,0.1678167233635274,0.010335476988625553,0.32705167793036205,0.054005961153145814,-0.08750000000000004,0.08750000000000004,0.01291067103507021,0.08750000000000004,0.0,0.7492009692041934,-2.5,2.5,0.20381671540892632,2.5,0.0
35,0.5174433683291393,0.16828407722593355,0.010493016080010152,0.3277029319050947,0.05472747341812309,-0.09000000000000004,0.09000000000000004,0.013108846896460136,0.09000000000000004,0.0,0.7215122649772785,-2.5,2.5,0.1981758613899273,2.5,0.0
36,0.5167700094274069,0.16875319288850005,0.0106464998119465,0.32835337346848287,0.05542238200357902,-0.09250000000000004,0.09250000000000004,0.013301598582629571,0.09250000000000004,0.0,0.6949085854559249,-2.5,2.5,0.1927516861694354,2.5,0.0
37,0.516095996753672,0.16922406749225266,0.010796082616637732,0.32900299854071746,0.056091727415079715,-0.09500000000000004,0.09500000000000004,0.013489133645551116,0.09500000000000004,0.0,0.6693454115006987,-2.5,2.5,0.18753506292154512,2.5,0.0
38,0.515421319033644,0.16969669772589074,0.010941912865885868,0.32965180305122493,0.05673650753648057,-0.09750000000000004,0.09750000000000004,0.013671650911157518,0.09750000000000004,0.0,0.6447801214008524,-2.5,2.5,0.1825172656064009,2.5,0.0
39,0.5147459659980107,0.17017107987584756,0.011084133119002977,0.3302997829382522,0.0573576794440187,-0.10000000000000005,0.10000000000000005,0.01384934086208261,0.10000000000000005,0.0,0.6211719075381299,-2.5,2.5,0.17768995092509213,2.5,0.0
40,0.5140699283076182,0.1706472098718243,0.011222880360281563,0.33094693414849113,0.05795616114079871,-0.10250000000000005,0.10250000000000005,0.014022386003179189,0.10250000000000005,0.0,0.5984816967800137,-2.5,2.5,0.17304514109657873,2.5,0.0
41,0.5133931974843238,0.17112508332818163,0.01135828622646447,0.3315932526367397,0.058532833215234774,-0.10500000000000005,0.10500000000000005,0.014190961210598752,0.10500000000000005,0.0,0.5766720744360607,-2.5,2.5,0.1685752074195627,2.5,0.0
42,0.5127157658470862,0.17160469558154007,0.011490477224637051,0.33223873436559626,0.0590885404268528,-0.10750000000000005,0.10750000000000005,0.014355234065182545,0.10750000000000005,0.0,0.5557072116180266,-2.5,2.5,0.16427285458379218,2.5,0.0
43,0.5120376264528886,0.17208604172491232,0.011619574940948063,0.3328833753051839,0.05962409322270397,-0.11000000000000006,0.11000000000000006,0.014515365170879367,0.11000000000000006,0.0,0.5355527958511681,-2.5,2.5,0.1601311056968227,2.5,0.0
44,0.5113587730421221,0.17256911663866356,0.01174569624054879,0.3335271714329037,0.060140269187494697,-0.11250000000000006,0.11250000000000006,0.014671508458873063,0.11250000000000006,0.0,0.5161759647907269,-2.5,2.5,0.15614328799369617,2.5,0.0
45,0.5106791999880865,0.17305391501856987,0.011868953459125017,0.33417011873321184,0.06063781443039851,-0.11500000000000006,0.11500000000000006,0.014823811478071523,0.11500000000000006,0.0,0.4975452429038105,-2.5,2.5,0.15230301919845965,2.5,0.0
46,0.5099989022502966,0.1735404314012232,0.011989454586379875,0.3348122131974205,0.061117444911381574,-0.11750000000000006,0.11750000000000006,0.014972415672579268,0.11750000000000006,0.0,0.4796304809830687,-2.5,2.5,0.1486041945077449,2.5,0.0
47,0.5093178753312947,0.17402866018701227,0.012107303441812274,0.3354534508235205,0.061579847709745894,-0.12000000000000006,0.12000000000000006,0.015117456646747282,0.12000000000000006,0.0,0.46240279836431997,-2.5,2.5,0.1450409741680149,2.5,0.0
48,0.5086361152367083,0.17451859566088618,0.012222599843119939,0.33609382761602224,0.06202568223747185,-0.12250000000000007,0.12250000000000007,0.015259064418366565,0.12250000000000007,0.0,0.44583452772596255,-2.5,2.5,0.14160777161928312,2.5,0.0
49,0.5079536184383017,0.17501023201109356,0.01233543976754323,0.33673333958581475,0.062455581399825294,-0.12500000000000006,0.12500000000000006,0.015397363660545926,0.12500000000000006,0.0,0.4298991623534394,-2.5,2.5,0.13829924217936163,2.5,0.0
50,0.507270381839792,0.17550356334607242,0.012445915506452254,0.3373719827500406,0.06287015270558242,-0.12750000000000006,0.12750000000000006,0.015532473932789769,0.12750000000000006,0.0,0.4145713057571294,-2.5,2.5,0.1351102722438425,2.5,0.0
51,0.5065864027452218,0.17599858370965143,0.01255411581346677,0.33800975313198534,0.06326997932911957,-0.13000000000000006,0.13000000000000006,0.015664509901767903,0.13000000000000006,0.0,0.39982662353714105,-2.5,2.5,0.132035968978133,2.5,0.0
52,0.505901678829692,0.17649528709470902,0.012660126046386434,0.3386466467609811,0.06365562112651273,-0.13250000000000006,0.13250000000000006,0.01579358155224684,0.13250000000000006,0.0,0.38564179739316407,-2.5,2.5,0.1290716504789369,2.5,0.0
53,0.5052162081122742,0.17699366745542863,0.012764028303196846,0.3392826596723211,0.06402761560769492,-0.13500000000000006,0.13500000000000006,0.015919794388630438,0.13500000000000006,0.0,0.37199448118218736,-2.5,2.5,0.1262128363835969,2.5,0.0
54,0.5045299889309425,0.1774937187182687,0.012865901552405662,0.33991778790718596,0.06438647886662613,-0.13750000000000007,0.13750000000000007,0.016043249627537146,0.13750000000000007,0.0,0.35886325893120485,-2.5,2.5,0.12345523890670888,2.5,0.0
55,0.503843019919365,0.17799543479176558,0.01296582175795177,0.3405520275125803,0.06473270647134248,-0.14000000000000007,0.14000000000000007,0.016164044381821476,0.14000000000000007,0.0,0.34622760471635106,-2.5,2.5,0.12079475428433147,2.5,0.0
56,0.5031552999854192,0.1784988095752704,0.013063861998920345,0.34118537454127773,0.06506677431566625,-0.14250000000000007,0.14250000000000007,0.016282271836428507,0.14250000000000007,0.0,0.3340678443237657,-2.5,2.5,0.11822745460703259,2.5,0.0
57,0.5024668282912986,0.1790038369667165,0.0131600925842866,0.34181782505177516,0.06538913943427774,-0.14500000000000007,0.14500000000000007,0.016398021416452385,0.14500000000000007,0.0,0.3223651186114882,-2.5,2.5,0.11574958002387763,2.5,0.0
58,0.5017776042350923,0.17951051086950354,0.01325458116290085,0.342449375108254,0.06570024078277302,-0.14750000000000008,0.14750000000000008,0.016511378947752654,0.14750000000000008,0.0,0.3111013484952796,-2.5,2.5,0.11335753130026938,2.5,0.0
59,0.501087627433725,0.18001882519857776,0.013347392828919113,0.3430800207805485,0.06600049998425778,-0.15000000000000008,0.15000000000000008,0.016622426810466006,0.15000000000000008,0.0,0.3002592014847534,-2.5,2.5,0.1110478627133505,2.5,0.0
60,0.5003968977071556,0.1805287738857839,0.013438590222873716,0.3437097581441206,0.06629032204395746,-0.15250000000000008,0.15250000000000008,0.01673124408573542,0.15250000000000008,0.0,0.28982205969968833,-2.5,2.5,0.10881727526941667,2.5,0.0
61,0.49970541506374083,0.18104035088455242,0.013528233628570762,0.3443385832800399,0.06657009603325688,-0.15500000000000008,0.15500000000000008,0.01683790669596395,0.15500000000000008,0.0,0.27977398929941355,-2.5,2.5,0.10666261022852738,2.5,0.0
62,0.4990131796866756,0.18155355017398517,0.013616381065992361,0.3449664922749694,0.06684019574451831,-0.15750000000000008,0.15750000000000008,0.01694248753888611,0.15750000000000008,0.0,0.27009971126143517,-2.5,2.5,0.10458084292215752,2.5,0.0
63,0.4983201919214294,0.18206836576239496,0.013703088380374418,0.34559348122115596,0.0671009803179665,-0.1600000000000001,0.1600000000000001,0.017045056615736517,0.1600000000000001,0.0,0.2607845734481984,-2.5,2.5,0.10256907685040804,2.5,0.0
64,0.4976264522641048,0.1825847916903508,0.013788409327622948,0.3462195462164244,0.06735279484187036,-0.1625000000000001,0.1625000000000001,0.01714568115378243,0.1625000000000001,0.0,0.25181452390385806,-2.5,2.5,0.10062453804591277,2.5,0.0
65,0.49693196135064954,0.18310282203327427,0.013872395656225032,0.3468446833641758,0.06759597092719578,-0.1650000000000001,0.1650000000000001,0.017244425723474604,0.1650000000000001,0.0,0.24317608532542279,-2.5,2.5,0.09874456969217363,2.5,0.0
66,0.4962367199468571,0.18362245090363205,0.013955097185803352,0.3474688887733895,0.06783082725785115,-0.1675000000000001,0.1675000000000001,0.017341352350459225,0.1675000000000001,0.0,0.2348563306553686,-2.5,2.5,0.09692662698462197,2.5,0.0
67,0.4955407289390986,0.18414367245276153,0.01403656188245734,0.348092158558628,0.06805767011759621,-0.1700000000000001,0.1700000000000001,0.017436520622682476,0.1700000000000001,0.0,0.22684285974506357,-2.5,2.5,0.09516827222325164,2.5,0.0
68,0.49484398932573187,0.18466648087236662,0.014116835931026844,0.34871448884004486,0.06827679389463705,-0.1725000000000001,0.1725000000000001,0.017529987792808663,0.1725000000000001,0.0,0.21912377704083275,-2.5,2.5,0.09346717012618574,2.5,0.0
69,0.49414650220913536,0.18519087039571636,0.014195963804409368,0.34933587574339453,0.06848848156488363,-0.1750000000000001,0.1750000000000001,0.017621808876162694,0.1750000000000001,0.0,0.2116876702465813,-2.5,2.5,0.09182108335403075,2.5,0.0
70,0.49344826878832326,0.18571683529857572,0.014273988330055373,0.3499563154000459,0.06869300515480269,-0.1775000000000001,0.1775000000000001,0.01771203674439804,0.1775000000000001,0.0,0.20452358991905317,-2.5,2.5,0.09022786823534511,2.5,0.0
71,0.49274929035209614,0.186244369899897,0.014350950753760899,0.35057580394699583,0.06889062618475655,-0.1800000000000001,0.1800000000000001,0.017800722215082037,0.1800000000000001,0.0,0.19762102995387165,-2.5,2.5,0.08868547068399582,2.5,0.0
72,0.49204956827269064,0.18677346856229404,0.014426890800871985,0.3511943375268871,0.06908159609367884,-0.1825000000000001,0.1825000000000001,0.01788791413738165,0.1825000000000001,0.0,0.19096990892228893,-2.5,2.5,0.08719192229961073,2.5,0.0
73,0.49134910399988857,0.18730412569232546,0.014501846735009746,0.35181191228802555,0.06926615664589941,-0.1850000000000001,0.1850000000000001,0.01797365947402438,0.1850000000000001,0.0,0.1845605522205691,-2.5,2.5,0.08574533664273373,2.5,0.0
74,0.4906478990555522,0.1878363357406061,0.014575855414420861,0.35242852438440025,0.06944454032089496,-0.1875000000000001,0.1875000000000001,0.018058003379701072,0.1875000000000001,0.0,0.1783836749955463,-2.5,2.5,0.08434390567668908,2.5,0.0
75,0.4899459550285572,0.18837009320176312,0.014648952346052964,0.35304416997570465,0.06961697068670662,-0.1900000000000001,0.1900000000000001,0.0181409892760696,0.1900000000000001,0.0,0.17243036581166216,-2.5,2.5,0.08298589636852857,2.5,0.0
76,0.48924327357008884,0.18890539261425882,0.014721171737450987,0.3536588452273589,0.0697836627577329,-0.19250000000000012,0.19250000000000012,0.018222658923511388,0.19250000000000012,0.0,0.16669207102628247,-2.5,2.5,0.08166964744178583,2.5,0.0
77,0.48853985638927994,0.18944222856009157,0.0147925465465653,0.3542725463105328,0.06994482333757462,-0.19500000000000012,0.19500000000000012,0.01830305248978549,0.19500000000000012,0.0,0.1611605798417206,-2.5,2.5,0.08039356627410232,2.5,0.0
78,0.4878357052491618,0.18998059566439143,0.014863108529559677,0.3548852694021701,0.07010065134757835,-0.19750000000000012,0.19750000000000012,0.01838220861571861,0.19750000000000012,0.0,0.1558280100037246,-2.5,2.5,0.07915612593311916,2.5,0.0
79,0.4871308219629081,0.19052048859492152,0.014932888286702257,0.35549701068501405,0.07025133814169603,-0.20000000000000012,0.20000000000000012,0.01846016447806293,0.20000000000000012,0.0,0.1506867941176675,-2.5,2.5,0.07795586234432297,2.5,0.0
80,0.4864252083903474,0.1910619020615,0.015001915306419769,0.3561077663476323,0.07039706780825095,-0.20250000000000012,0.20250000000000012,0.01853695584964776,0.20250000000000012,0.0,0.1457296665549217,-2.5,2.5,0.0767913715848274,2.5,0.0
81,0.48571886643472767,0.1916048308153492,0.01507021800759167,0.3567175325844444,0.07053801745917414,-0.20500000000000013,0.20500000000000013,0.018612617156945132,0.20500000000000013,0.0,0.14094965092318912,-2.5,2.5,0.07566130729737289,2.5,0.0
82,0.48501179803971156,0.19214926964838533,0.015137823780157229,0.3573263055957476,0.07067435750724987,-0.20750000000000013,0.20750000000000013,0.018687181535164184,0.20750000000000013,0.0,0.1363400480757373,-2.5,2.5,0.07456437821905203,2.5,0.0
83,0.4843040051865889,0.19269521339245474,0.015204759024105771,0.357934081587745,0.07080625193188554,-0.21000000000000013,0.21000000000000013,0.018760680880983746,0.21000000000000013,0.0,0.13189442463567014,-2.5,2.5,0.07349934581956244,2.5,0.0
84,0.48359548989168744,0.1932426569185264,0.015271049186917424,0.358540856772573,0.0709338585338979,-0.21250000000000013,0.21250000000000013,0.018833145903027756,0.21250000000000013,0.0,0.12760660201235696,-2.5,2.5,0.0724650220440111,2.5,0.0
85,0.48288625420396886,0.19379159513584754,0.01533671879951811,0.3591466273683299,0.07105732917978623,-0.21500000000000014,0.21500000000000014,0.01890460617018327,0.21500000000000014,0.0,0.12347064588833234,-2.5,2.5,0.07146026715551626,2.5,0.0
86,0.4821763002027978,0.19434202299106765,0.015401791510810565,0.3597513895991038,0.07117681003594202,-0.21750000000000014,0.21750000000000014,0.018975090157856363,0.21750000000000014,0.0,0.11948085615578696,-2.5,2.5,0.07048398767309086,2.5,0.0
87,0.4814656299958684,0.19489393546733877,0.01546629012084013,0.3603551396950016,0.0712924417932249,-0.22000000000000014,0.22000000000000014,0.019044625292256853,0.22000000000000014,0.0,0.115631757282884,-2.5,2.5,0.06953513440049125,2.5,0.0
88,0.480754245717281,0.19544732758339492,0.015530236612651575,0.36095787389217754,0.07140435988231579,-0.22250000000000014,0.22250000000000014,0.019113237992798765,0.22250000000000014,0.0,0.11191808909089618,-2.5,2.5,0.06861270054191293,2.5,0.0
89,0.4800421495257531,0.19600219439261798,0.015593652182890771,0.3615595884328627,0.07151269468023991,-0.22500000000000014,0.22500000000000014,0.019180953712699372,0.22500000000000014,0.0,0.10833479792412071,-2.5,2.5,0.06771571990060657,2.5,0.0
90,0.47932934360296137,0.19655853098209136,0.015656557271203003,0.36216027956539365,0.07161757170843519,-0.22750000000000015,0.22750000000000015,0.019247796977856044,0.22750000000000015,0.0,0.104877028195276,-2.5,2.5,0.06684326515667216,2.5,0.0
91,0.47861583015199693,0.19711633247164925,0.015718971588477057,0.36275994354424207,0.0717191118227251,-0.23000000000000015,0.23000000000000015,0.0193137914240765,0.23000000000000015,0.0,0.10154011428991083,-2.5,2.5,0.06599444622045568,2.5,0.0
92,0.4779016113959356,0.19767559401291918,0.01578091414398256,0.36335857663004345,0.07181743139553917,-0.23250000000000015,0.23250000000000015,0.019378959832734646,0.23250000000000015,0.0,0.09831957281406734,-2.5,2.5,0.06516840865814552,2.5,0.0
93,0.47718668957650484,0.1982363107883678,0.01584240327144561,0.3639561750896269,0.07191264249070936,-0.23500000000000015,0.23500000000000015,0.019443324164920953,0.23500000000000015,0.0,0.095211095170185,-2.5,2.5,0.06436433218630869,2.5,0.0
94,0.47647106695284885,0.198798478010346,0.015903456654106456,0.36455273519604425,0.07200485303115622,-0.23750000000000016,0.23750000000000016,0.01950690559415323,0.23750000000000016,0.0,0.09221054044685673,-2.5,2.5,0.06358142923227701,2.5,0.0
95,0.4757547458003797,0.19936209092014034,0.015964091348800172,0.365148253228599,0.07209416695976499,-0.24000000000000016,0.24000000000000016,0.019569724537710647,0.24000000000000016,0.0,0.08931392860876386,-2.5,2.5,0.06281894355741524,2.5,0.0
96,0.4750377284097095,0.199927144787031,0.016024323809100557,0.3657427254728761,0.07218068439373868,-0.24250000000000016,0.24250000000000016,0.019631800686651102,0.24250000000000016,0.0,0.0865174339736785,-2.5,2.5,0.062076148940453504,2.5,0.0
97,0.474320017085659,0.20049363490735814,0.01608416990756498,0.3663361482207704,0.07226450177270269,-0.24500000000000016,0.24500000000000016,0.019693153034569283,0.24500000000000016,0.0,0.08381737896400931,-2.5,2.5,0.06135234791818146,2.5,0.0
98,0.4736016141463365,0.20106155660359878,0.016143644957117037,0.36692851777051616,0.07234571200082368,-0.24750000000000016,0.24750000000000016,0.01975379990515024,0.24750000000000016,0.0,0.0812102281209941,-2.5,2.5,0.06064687058095668,2.5,0.0
99,0.47288252192228036,0.20163090522345548,0.016202763731601368,0.3675198304267163,0.07242440458319375,-0.25000000000000017,0.25000000000000017,0.01981375897857078,0.25000000000000017,0.0,0.07869258237006793,-2.5,2.5,0.059959073420541055,2.5,0.0
100,0.4721627427556635,0.20220167613895798,0.016261540485544682,0.36811008250037053,0.07250066575672032,-0.25250000000000017,0.25250000000000017,0.019873047316798738,0.25250000000000017,0.0,0.07626117352656614,-2.5,2.5,0.059288338227957565,2.5,0.0
101,0.471442278999554,0.2027738647455784,0.016319988973154606,0.3686992703089047,0.07257457861575162,-0.25500000000000017,0.25500000000000017,0.019931681387837855,0.25500000000000017,0.0,0.0739128590313003,-2.5,2.5,0.05863407103911604,2.5,0.0
102,0.4707211330172268,0.20334746646136234,0.016378122466587285,0.36928739017619916,0.07264622323265771,-0.2575000000000002,0.2575000000000002,0.019989677088963934,0.2575000000000002,0.0,0.07164461690609025,-2.5,2.5,0.05799570112608065,2.5,0.0
103,0.469999307181525,0.20392247672607455,0.016435953773513083,0.36987443843261786,0.07271567677357746,-0.2600000000000002,0.2600000000000002,0.020047049768995885,0.2600000000000002,0.0,0.06945354091974654,-2.5,2.5,0.057372680031949494,2.5,0.0
104,0.4692768038742653,0.20449889100036228,0.016493495254008533,0.3704604114150357,0.07278301360953285,-0.2625000000000002,0.2625000000000002,0.020103814249643283,0.2625000000000002,0.0,0.0673368359553903,-2.5,2.5,0.056764480647399335,2.5,0.0
105,0.468553625485686,0.20507670476493367,0.01655075883680156,0.3710453054668681,0.07284830542310333,-0.2650000000000002,0.2650000000000002,0.02015998484597033,0.2650000000000002,0.0,0.06529181357048319,-2.5,2.5,0.056170596327048836,2.5,0.0
106,0.4678297744139336,0.20565591351975557,0.01660775603489603,0.3716291169380979,0.07291162131084457,-0.2675000000000002,0.2675000000000002,0.020215575386014203,0.2675000000000002,0.0,0.06331588774123098,-2.5,2.5,0.055590540043871164,2.5,0.0
107,0.4671052530645848,0.20623651278326693,0.01666449796060003,0.3722118421853044,0.07297302788162803,-0.2700000000000002,0.2700000000000002,0.020270599229594163,0.2700000000000002,0.0,0.0614065707834599,-2.5,2.5,0.05502384357996035,2.5,0.0
108,0.4663800638502035,0.2068184980916115,0.016720995339982152,0.3727934775716903,0.07303258935107042,-0.2725000000000002,0.2725000000000002,0.02032506928634622,0.2725000000000002,0.0,0.05956146944238894,-2.5,2.5,0.05447005675205606,2.5,0.0
109,0.46565420918992695,0.20740186499788835,0.016777258526778076,0.37337401946711013,0.07309036763221448,-0.2750000000000002,0.2750000000000002,0.020378998033016488,0.2750000000000002,0.0,0.0577782811440577,-2.5,2.5,0.05392874667026995,2.5,0.0
110,0.46492769150908375,0.20798660907141892,0.016833297515769757,0.37395346424809717,0.07314642242261596,-0.2775000000000002,0.2775000000000002,0.020432397530045054,0.2775000000000002,0.0,0.0560547904014852,-2.5,2.5,0.05339949702856594,2.5,0.0
111,0.46420051323883504,0.20857272589703474,0.01688912195565772,0.37453180829789134,0.07320081128798493,-0.2800000000000002,0.2800000000000002,0.020485279437470628,0.2800000000000002,0.0,0.05438886536896881,-2.5,2.5,0.05288190742557276,2.5,0.0
112,0.4634726768158442,0.2091602110743814,0.016944741161446893,0.37510904800646605,0.07325358974252309,-0.2825000000000002,0.2825000000000002,0.020537655030185033,0.2825000000000002,0.0,0.0527784545381671,-2.5,2.5,0.05237559271440561,2.5,0.0
