sample_index,theta1,theta2,theta3,theta4,theta5,theta6,position_error_norm,rotation_error_norm,jacobian_error_norm
137,-1.2725178021428694,-0.874585278683085,3.344980707370405,-2.987404627730943,1.846712701525755,-0.8437791053832839,1.716587549445839e-16,1.0400010849839876e-15,4.00044685731438e-16
138,2.3181086870035688,-1.940472282939246,2.443080532941673,0.33195320855559096,1.2281161501836717,0.5577291977033532,4.742874840267547e-16,1.369337574835151e-15,7.707503490831392e-16
139,1.39977173523569,-1.1259617321695943,3.0336889487390164,2.9971858711562134,1.299744402492496,0.04579078292056704,3.040470972244059e-16,8.657782246947033e-16,5.32580060308989e-16
140,-3.022686756764478,-0.5303257535930164,2.0809202681839754,-0.5706391317644957,0.291623085577127,1.2235211640607473,3.3887102699122705e-16,1.5513355725007694e-15,5.710288637471527e-16
141,-0.6509551117485501,-0.825287844656027,0.5974966254726031,2.861607703154402,0.5531694616476759,-0.9434381422956003,2.237726045655905e-16,1.3755121145835177e-15,5.102210728403838e-16
142,2.2256937354578255,-0.2272848652309789,0.8485896300932056,-0.18723449331606723,2.2738342041447726,1.1880684041659173,1.5011122659325205e-16,1.2539255187600815e-15,4.601629916174272e-16
143,-0.7498732907687078,-1.255749334191484,2.9668656420789397,1.4330430552473312,2.427176403080863,0.21959219053439272,3.210691518556817e-16,1.2300449440205884e-15,4.479201216766974e-16
144,-2.451386399810394,-0.24966944371709587,3.4622901572841127,1.8482041020736646,0.30957367919826145,-0.9281922673643124,3.3306690738754696e-16,1.3221096843779094e-15,5.665950928640227e-16
145,1.5103222636674416,-2.539835754086939,3.9168985348291185,-0.7617029817947794,2.2298688544415532,1.2169732178524562,2.727435500648127e-16,1.0623534945633305e-15,4.3358566559373735e-16
146,-0.6532946934694901,-1.7702555296408684,2.434964515592987,0.5021341172379143,1.2683339306368713,0.31957273342460457,2.482534153247273e-16,1.1594391321592913e-15,4.261562802829968e-16
147,2.699364491312268,-1.3841353327708492,0.7869687230025253,-0.7613229061253759,1.2217316460386678,-1.1583187038976697,2.220446049250313e-16,1.1088343773967378e-15,5.110873381708796e-16
