sample_index,theta1,theta2,theta3,theta4,theta5,theta6,position_error_norm,rotation_error_norm,jacobian_error_norm
148,-2.0901966965617595,-0.8201386091764391,1.3579110168356108,2.8203700295060075,0.755149910611683,-1.259377053970858,2.1677797545656835e-16,1.2202987474385978e-15,4.824901885300955e-16
149,1.5717282906015995,-0.3093062650135381,1.1124534274859514,-1.8470537697980367,0.5758750181003702,0.06911862629084875,3.002224531865041e-16,9.028031637431707e-16,6.165294275771582e-16
150,-0.19581682427002,-1.925456416378211,0.18069246795770555,-0.11475368997705937,2.973930277670386,0.4789102903633624,1.7557595556438868e-16,9.375727037765894e-16,2.8885335359477435e-16
151,-0.027859348902565806,-2.312200607522998,1.009745162198349,-1.2724015126378352,2.3708910130824266,1.1828719034109045,2.898597830398228e-16,1.020937454451727e-15,6.402804191161186e-16
152,2.4901794921119182,-0.04012161854803953,3.92946673241813,2.808594623161485,0.22264863555894157,-1.1373282971866918,2.871897454095173e-16,1.2705757071634854e-15,5.480298694095396e-16
153,-1.2123075358485962,-1.1624645394324002,0.3879115548219172,2.143941138373284,1.911944155139658,0.1330242232289236,1.6184142622847344e-16,1.1308481255558256e-15,3.4190779218784574e-16
154,-2.075069795122795,-1.941535766559487,0.6412480999290322,2.1819855783277515,1.8111063661897764,0.7383064024116488,2.0062885096040707e-16,1.1752103461027352e-15,4.759350668952943e-16
155,-1.2645962499578405,-1.6347431435704793,1.6194198577061352,1.6120928248130162,2.394294261791161,-0.9206055236059405,3.188872858294072e-16,1.2084039406731517e-15,8.114593514958463e-16
156,2.737540911776214,-2.2862961226464154,3.5844883296945214,-2.4775469969711823,0.8200734145690644,1.0879426032533848,2.9893669801409083e-16,8.989550626504553e-16,5.202955979795088e-16
157,-1.9871491514542579,-1.5247233785940786,1.7994371997765048,-1.5793943672561002,2.2017601241415585,1.1031907991229202,2.618455766672135e-16,1.1999271754668687e-15,5.419463268182768e-16
158,2.3223658671045455,-1.7177624210849416,2.1234015771512578,-1.5598802960329607,0.7588691548054508,-1.0636622426449582,3.597533769998862e-16,1.356123336535203e-15,8.001631808576489e-16
159,2.7281178670065915,-0.29122904562549223,3.109434853310769,0.10950143198392004,1.5208845380868028,0.09340139181304363,3.3306690738754696e-16,1.1054422416904925e-15,7.23087942565498e-16
160,0.22672168417795335,-1.4701359797860052,0.5270193315682699,-2.3208841122150767,2.9519741191216182,-0.05642341489885916,1.9229626863835638e-16,8.78147111669024e-16,3.807589602744593e-16
161,2.8098742544121715,-2.174700117953714,2.2176662081597343,-1.8121530292204568,0.7848722789924648,-1.4756286226898987,3.3766115072321297e-16,1.4081681258788306e-15,7.486533056247845e-16
162,-2.36248947341069,-0.21619414016409122,1.2861319659293269,0.6704011138704677,1.4415438091667463,-0.3125830899298261,2.5296051550047473e-16,8.635508522760763e-16,4.331262702282716e-16
163,0.1976937663456222,-2.113178744000112,3.954415594078306,1.9735087859639502,2.2990053614676973,-0.09809580737618928,2.1688900131555367e-16,1.2953262784141144e-15,3.7616809600118997e-16
164,-2.1521618428167173,-0.20626876848872344,1.3655482695269106,-2.7893385238790107,1.061451398112949,0.9245950757570769,3.30235950648816e-16,1.3084921553300396e-15,6.206165676314809e-16
165,0.7607942189268906,-0.6478196796633648,3.1745415354495097,-1.785881411300636,2.863728279888859,-0.19471264683002998,3.3306690738754696e-16,1.2971092472944172e-15,6.514804766793377e-16
166,0.8618846254378205,-2.593997191274471,3.973473993644712,-1.3584424070222383,0.19239563027448123,-0.1310571895753463,2.9893669801409083e-16,1.1267533089989422e-15,4.629453390963916e-16
167,-2.300013645471341,-2.2039505535903032,2.5291312521208407,-0.6638501722645538,2.857742595480485,-0.5678486069306601,3.885780586188048e-16,1.4496809150000396e-15,7.297311782847971e-16
168,1.402316795980187,-1.4011414815972403,2.639805204517115,0.6181112116391403,1.4656303155528945,1.4131918371207324,3.6513353776420814e-16,1.4834157931860454e-15,5.055939660231006e-16
169,-0.9751754149192737,-2.1391876967518915,2.712376243519313,2.1452468801090343,0.12478659381376365,-0.158153358352783,3.510833468576701e-16,1.2034530810044908e-15,4.62940463874963e-16
170,2.4334236760614227,-0.6509915908005446,3.967230865990513,0.19476563190291118,2.045986728283569,-0.6202119172269057,2.482534153247273e-16,1.1447282359412103e-15,4.1001905876651276e-16
171,2.7747207179291524,-1.6475277297530058,2.9540428507465144,-0.6005307344616924,1.741638683195298,0.6901171599676552,2.7894008272968645e-16,1.1767717613297119e-15,3.796630181546898e-16
172,0.0553917408583966,-0.24157555003527786,1.677203951711241,0.9118451484886161,1.0613235432301678,-0.28838806175461906,2.5066604164831255e-16,1.3426356273935429e-15,3.7685470129006767e-16
173,-0.3716893289519754,-2.2729017523880586,0.36689471623602676,1.038437523509899,2.032104988863462,0.511536502619699,2.8066088919804617e-16,1.2640219467492054e-15,5.201459216270542e-16
174,-2.9774480388753117,-1.7509782090533723,0.7912393890367877,1.7245388197728766,2.6679542443280035,-0.7954236155098974,2.2729511820139823e-16,9.18873053048877e-16,4.782082350161042e-16
175,1.040664784857515,-2.2636567110084864,1.1006101024068533,-2.240342123352799,0.8789143764576105,0.5486727586767326,2.7894008272968645e-16,1.2202987474385978e-15,5.776629175002768e-16
176,2.5440268431485653,-2.0734417393971167,2.1683161398028767,1.2486248277092806,2.954059652305254,0.3455899162657259,3.3766115072321297e-16,1.5131244224740893e-15,6.990015455464674e-16
177,-1.5183370276302397,-0.9737567920237657,1.2819646467120647,2.9519960222885886,1.2389960190072744,0.5822430431895846,3.969750844819931e-16,1.3421334795710081e-15,7.022021836505547e-16
178,-2.9559889894500975,-1.559840240049636,3.5004304532900465,0.6834101554861243,1.3762229478275267,1.3688437482281792,3.5831174264558244e-16,1.1158466332997326e-15,5.73036696484635e-16
179,2.1947031321128203,-1.7622392480603606,2.1781936081653583,-0.06308961222673126,1.9598277503560733,-0.5208906217495075,4.710277376051325e-16,1.2911564428300668e-15,7.758772553082657e-16
180,-1.585928995251493,-0.22705322833560615,3.6954979979940252,2.1286018917242697,3.03243373537014,0.7692733909482221,1.4946834900704541e-16,1.1288878793755534e-15,4.412686325883204e-16
181,1.6409368170843979,-0.6172657608971341,1.922430523769226,-0.26999639401151576,0.7447014560619098,0.454732270288172,2.3926610206402113e-16,1.210155828689865e-15,3.5369752510653494e-16
182,-1.306215156165526,-1.9296981347738786,2.343845496384219,-0.5581091930047322,0.6784554872633598,0.99241589260389,3.3422138886441676e-16,1.2072877792441454e-15,5.983846847128449e-16
183,2.2355334996251313,-2.1639812488377697,0.030028131199999475,-1.0159941951178828,2.472283590610333,1.065005939975779,5.594315114139762e-17,1.4443570596498132e-15,2.5884754107832203e-16
184,-2.242359765280495,-0.5867266569240668,0.4628166692377178,-0.6816119410295189,3.0956894965369393,-0.9652648150549432,2.0396099332657776e-16,1.5121695086765124e-15,5.74570688303724e-16
185,-2.1454257880187164,-1.500719135378337,2.4786741038794458,2.68398485096217,3.040545551152406,-1.3513284011030209,2.0014830212433605e-16,1.4255838893471057e-15,3.8727968704939665e-16
186,-2.244415392442987,-0.5440812678704159,1.0825286090834418,2.3860641689394355,2.056705097410169,-1.2188073205246737,2.2887833992611187e-16,1.2425077236865807e-15,3.9582497425180205e-16
187,2.061681566528844,-2.141473411979003,1.6939815787186152,0.32354655706784596,1.5523750621488628,0.5845515550315723,3.188872858294072e-16,9.618818769909475e-16,6.436994401786593e-16
188,0.9466577561893827,-0.020690785627057284,3.9976876368967513,0.1020482963409739,0.2951171695786784,0.7154279587617756,3.3308497693360055e-16,8.728676222655933e-16,5.650860058831238e-16
189,2.955317284942853,-1.772351392164547,1.8448355433502952,-0.46638306614417324,0.15939937912648103,0.5409103140416167,4.079219866531555e-16,1.5745021512894958e-15,7.738101828996236e-16
190,-0.9093062905754996,-0.5525939259580941,3.3284803011279442,1.9916308769066418,1.2916645939236284,-0.5603465577635756,3.554447978966673e-16,1.5573450417190295e-15,6.907641871529053e-16
191,1.5426888339357405,-0.5163874720089203,1.9650297855654646,2.4367923211250786,0.44611695784353067,1.190275968129135,2.530794494087341e-16,1.0706603116298291e-15,3.850678298312073e-16
192,-2.504209555574336,-2.200833642658004,2.1353600530958414,-2.681385422838027,0.16370201434034212,-1.5683711433196847,4.47545209131181e-16,1.233484761181068e-15,7.748561656167912e-16
193,-0.39483670989556874,-0.5859779086402024,0.13935340111966266,0.9439971600883035,2.551694683990178,-1.0424773354654846,2.0206364052201326e-16,1.224080674111502e-15,5.140404540208181e-16
194,-2.189444844107294,-0.361917468586606,3.292498439800379,0.24143895083795863,2.539519625811339,-1.2787459168870865,3.3306690738754696e-16,1.4078945623743787e-15,8.083606653417906e-16
195,-0.6542145887797228,-0.6817263541234306,1.0298078372958535,1.5644392694880271,1.562953673611523,0.785835202157452,2.3551386880256624e-16,1.0976619576211316e-15,4.161892747926395e-16
196,-0.2189862452845568,-1.6434487154232742,0.8767568659145293,-1.8080480831029069,2.3296215127713276,-1.1966215071733641,2.8441001681421824e-16,9.04082224356802e-16,5.974882258680424e-16
197,-2.5669094293121404,-2.1416424509424616,0.7013860458156875,2.003267261402778,1.2353705327700584,1.5398197561119147,1.2177709378935645e-16,1.09223127395349e-15,3.500675090660841e-16
198,-2.2492902016982033,-0.9007964531965273,1.7949180288050024,-0.6639073044781414,2.7127610170676553,1.493370327901175,3.188872858294072e-16,1.1113500228710729e-15,5.633900080430137e-16
199,2.311725544399908,-2.100018234508654,0.8831916848357362,0.9676580503893928,0.8961591030783943,0.7370369106510208,2.1677797545656835e-16,1.492620433890396e-15,4.3779138595484247e-16
