step,time,pos_err_norm,rot_err_norm,err_6d_norm,qdot_max,line_dev,phase_error,sigma_min,condition_number,joint_center_cost,joint_margin_min,qdot_norm,px,py,pz,roll,pitch,yaw,r11,r12,r13,r21,r22,r23,r31,r32,r33,epx,epy,epz,erx,ery,erz,q1,q2,q3,q4,q5,q6,qdot1,qdot2,qdot3,qdot4,qdot5,qdot6,qdot_null1,qdot_null2,qdot_null3,qdot_null4,qdot_null5,qdot_null6,qdot_primary_norm,qdot_null_norm,qdot_null_ratio,null_task_leak_norm
10,0.01,1.9209660787111953e-05,1.7822569844500713e-06,1.929216181547645e-05,0.014033130977306433,8.582457129152823e-06,1.7185822563433622e-05,4.1468605053782e-05,18945.749017969276,0.9999317837457433,1.8042031727250172e-05,0.017157809810850327,0.33409975339682996,0.0010018888475571152,0.3309393652606511,2.483406826847556e-07,1.486802153394251e-06,-8.577204191340115e-08,0.9999999999403554,8.586844040108722e-08,1.4860586548641475e-06,-8.577204170932974e-08,1.0000000001133897,-2.483408103584287e-07,-1.4868021537880333e-06,2.487663292027875e-07,1.000000000321546,-1.822242412885533e-05,-4.1329361867743775e-07,-6.064941451389139e-06,4.501398938793715e-08,-1.7788674794197543e-06,1.0022070665912377e-07,-1.1209347468512363e-07,-0.0001508380997343532,7.216812690900069e-05,1.6927682219010133e-07,1.5700771056943694,1.655189603219204e-07,-3.220064212553074e-05,-0.014033130977306433,0.006776736224642206,4.399346123047774e-05,0.0071786293621595625,4.274102774467416e-05,1.7364488772307504e-06,-0.013718502155451399,0.006543885496577673,-8.04388776424117e-08,0.006992859405489012,6.637390085927237e-08,0.0004389038559873994,0.016730804657054336,38.11952068932187,0.0020280452374784154
11,0.011,2.0974848887717325e-05,1.9589793091431164e-06,2.106613124890822e-05,0.014185444036306435,9.451303033173949e-06,1.8724773879479564e-05,4.106846793387613e-05,19130.358625938235,0.9999174973640776,1.9760325529954867e-05,0.01735206470415319,0.3341017130386328,0.001001878090291314,0.3309400751993237,3.351060042788845e-07,1.5645679720677208e-06,-1.199218537806246e-07,0.9999999999402334,1.200184074727766e-07,1.5638244550038316e-06,-1.199218536742076e-07,1.0000000001133609,-3.351061920295034e-07,-1.5645679727165074e-06,3.3553165085242753e-07,1.0000000003214025,-1.9891954571416015e-05,-5.475920329947245e-07,-6.629824443882271e-06,5.4871791477980976e-08,-1.9532564608924843e-06,1.3920566846434544e-07,-1.5135553255835548e-07,-0.0001650235437706596,7.904130211981947e-05,2.2245057052253734e-07,1.5700843596418537,2.171566543097051e-07,-3.9262057873231866e-05,-0.014185444036306435,0.006873175210818787,5.317374833243602e-05,0.007253947484175965,5.1637693987784686e-05,1.736712868544839e-06,-0.013718062056073468,0.006543749097317849,-7.939507136177253e-08,0.006992558996919272,6.533244522323142e-08,0.0006344035986128739,0.016730264886578184,26.371642432021723,0.002028009797306034
12,0.012,2.270457813327357e-05,2.1364939914427442e-06,2.2804878311128858e-05,0.014359796489884663,1.0326368302852008e-05,2.0220385403941853e-05,4.0664125760616814e-05,19320.598956632984,0.9999030229147456,2.1506039831152462e-05,0.01757398411110019,0.33410369395994527,0.0010018649746663829,0.33094080620191757,4.399443764846467e-07,1.6228898314096796e-06,-1.6153450843603423e-07,0.9999999999401346,1.616312520860032e-07,1.6221462832907707e-06,-1.615345085712766e-07,1.0000000001133142,-4.3994463866725317e-07,-1.6228898319318313e-06,4.403700228916563e-07,1.000000000321269,-2.152538396543724e-05,-7.082223672930706e-07,-7.18708107849686e-06,6.576743584491555e-08,-2.1273123896755925e-06,1.8660979766897093e-07,-1.983350196675801e-07,-0.00017938334026054427,8.602415932460985e-05,2.8565697073706737e-07,1.5700916993216791,2.7852035033700114e-07,-4.6979487109224605e-05,-0.014359796489884663,0.006982857204790379,6.320640021453005e-05,0.007339679825399598,6.136369602729601e-05,1.7370382869778212e-06,-0.013717616518885457,0.006543611016776828,-7.826384099143582e-08,0.006992254876572079,6.420238802591933e-08,0.0008580048370356148,0.016729718449052796,19.498396404564755,0.002027973954899209
13,0.013000000000000001,2.4397308213657376e-05,2.3152345134202e-06,2.4506916552767828e-05,0.014556183202415985,1.1208803952634739e-05,2.1670056807110957e-05,4.0254997837707974e-05,19516.98086822231,0.9998883369333038,2.3282480061424442e-05,0.017823571198676048,0.3341056992348916,0.0010018492815225635,0.3309415608011969,5.645371570217605e-07,1.6601499064350378e-06,-2.113035395545637e-07,0.9999999999400643,2.114005061524593e-07,1.6594063104481693e-06,-2.1130353937758973e-07,1.0000000001132425,-5.645375079957241e-07,-1.660149907286787e-06,5.64962803761837e-07,1.0000000003211453,-2.3120696550638087e-05,-8.975104040366642e-07,-7.736699177307571e-06,7.771477526730788e-08,-2.3011126559929934e-06,2.4321145175771125e-07,-2.5368524233211605e-07,-0.00019393952346296025,9.312992024569777e-05,3.5974451201767607e-07,1.5700991351577496,3.5043632882020056e-07,-5.535022266453594e-05,-0.014556183202415985,0.007105760921087922,7.40875412806087e-05,0.007435836070371207,7.191597848319943e-05,1.7374308121647575e-06,-0.013717164780741349,0.006543471018095963,-7.70366931562558e-08,0.006991946524432953,6.297513134717102e-08,0.001109541353355322,0.016729164408773353,15.07754924420417,0.0020279376529713606
14,0.014,2.6051595921290404e-05,2.495697844212873e-06,2.617086467382772e-05,0.014774598317492296,1.2099792236458445e-05,2.3071208851750493e-05,3.984050288364967e-05,19720.052081878923,0.9998734159717221,2.509294626873968e-05,0.018100828384565712,0.33410773193719123,0.0010018307925913226,0.33094234152031654,7.105587758182708e-07,1.6747368398739582e-06,-2.699196510747015e-07,0.9999999999400256,2.7001687064606883e-07,1.673993171039112e-06,-2.699196510754562e-07,1.000000000113135,-7.105592277642529e-07,-1.6747368403336599e-06,7.109844222807915e-07,1.0000000003210276,-2.4675897154047277e-05,-1.1177723209143849e-06,-8.278667448791133e-06,9.072759948309465e-08,-2.474734124144913e-06,3.097858084120814e-07,-3.180568023143991e-07,-0.00020871412178045254,0.00010037178507495872,4.4555778933323367e-07,1.5701066775831862,4.3372784293428895e-07,-6.437155998228306e-05,-0.014774598317492296,0.007241864829260941,8.581327731555758e-05,0.007542425436578432,8.329151411408836e-05,1.7378960966526335e-06,-0.013716706079227302,0.006543328864649813,-7.570515457118505e-08,0.006991633420975136,6.164209795868985e-08,0.0013889330132074368,0.016728601830935573,12.044210670938202,0.0020279008342558432
15,0.015,2.7666104560190336e-05,2.678447683160043e-06,2.7795456886455563e-05,0.015015035261496574,1.3000548614127166e-05,2.4421283284601586e-05,3.942005905662618e-05,19930.400750824352,0.9998582365990873,2.69407330580687e-05,0.01840575712062972,0.334109795140066,0.0010018092904938132,0.33094315087282544,8.796767407837081e-07,1.6650457284050901e-06,-3.380707251920967e-07,0.9999999999400211,3.3816821947489454e-07,1.6643019538561954e-06,-3.3807072519320545e-07,1.0000000001129796,-8.796773036430857e-07,-1.665045728850914e-06,8.801023872462288e-07,1.0000000003209093,-2.6189011068600276e-05,-1.3713147035234515e-06,-8.812975477556773e-06,1.0481963646152664e-07,-2.6482531326738456e-06,3.8710487018460273e-07,-3.920975993436942e-07,-0.00022372915704194912,0.0001077629322322748,5.439374826718156e-07,1.5701143370398607,5.292151489150206e-07,-7.404079702929505e-05,-0.015015035261496574,0.007391147157316089,9.83796933385819e-05,0.007659456674545189,9.548730598073172e-05,1.7384397657117246e-06,-0.013716239652684151,0.006543184320053235,-7.426077138557203e-08,0.006991315047174705,6.019473066982312e-08,0.0016961327331447946,0.016728029781663406,9.862453241371956,0.0020278634415076824
16,0.016,2.9239614123416684e-05,2.864116829672077e-06,2.937955410315683e-05,0.01527748674711573,1.3912323423158833e-05,2.5717742728619047e-05,3.8993083979000536e-05,20148.659509731056,0.9998427754023078,2.882912953185922e-05,0.018738357697587856,0.3341118919161489,0.001001784558739208,0.33094399136266917,1.073551649799498e-06,1.6294781182146778e-06,-4.16441824580005e-07,0.9999999999400506,4.1653960335303903e-07,1.6287341942124167e-06,-4.164418244447889e-07,1.000000000112761,-1.0735523282828189e-06,-1.629478118853056e-06,1.0739772962065075e-06,1.0000000003207787,-2.7658083933457256e-05,-1.6604345579257843e-06,-9.339613712300299e-06,1.2000455248919275e-07,-2.821745496454328e-06,4.759374692461345e-07,-4.764528335524244e-07,-0.00023900664378906486,0.00011531651812743687,6.557203340987635e-07,1.5701221239779286,6.377155385420579e-07,-8.435523420873018e-05,-0.01527748674711573,0.007553585895162067,0.0001117828514269479,0.007786938067873736,0.00010850038962703724,1.7390674171262391e-06,-0.013715764740231451,0.006543037148168443,-7.269510845940205e-08,0.00699099088452744,5.86244916057285e-08,0.0020311080286392487,0.016727447328038766,8.235626605744736,0.0020278254175053866
17,0.017,3.077103232270099e-05,3.053408537990086e-06,3.092215603583585e-05,0.015561944776869483,1.4836403238469139e-05,2.6958070575433022e-05,3.855899476167413e-05,20375.510075707996,0.999827008986814,3.0761419231372124e-05,0.01909862907491442,0.33411402533739254,0.0010017563817230932,0.33094486548419294,1.2938371991566555e-06,1.566441994338419e-06,-5.057151977183594e-07,0.99999999994011,5.058132537610015e-07,1.5656978630748664e-06,-5.057151974695689e-07,1.0000000001124587,-1.2938379910935782e-06,-1.5664419949767971e-06,1.294262845508154e-06,1.0000000003206184,-2.9081181614210028e-05,-1.987419323262697e-06,-9.858573454590847e-06,1.3629595151454843e-07,-2.995286505647768e-06,5.770492722080856e-07,-5.717650078266047e-07,-0.0002545685885659343,0.0001230456769254885,7.81739122611547e-07,1.5701300488553618,7.600433738222727e-07,-9.531217427418028e-05,-0.015561944776869483,0.00772915879805161,0.00012601878851278348,0.007924877433274607,0.00012232783528021485,1.7397846209641975e-06,-0.013715280581790572,0.006542887113111557,-7.099974858378487e-08,0.006990660415065217,5.692286143010139e-08,0.002393833429969993,0.016726853538130068,6.987475954562246,0.002027786705052573
18,0.018000000000000002,3.225940656340855e-05,3.2470967394460437e-06,3.2422414300273933e-05,0.015868400646477147,1.5774111910539316e-05,2.8139770881382626e-05,3.811720802833473e-05,20611.68848460692,0.999810913977262,3.2740880078855944e-05,0.01948656873821313,0.3341161984749821,0.001001724544725714,0.33094577572214495,1.5421801928816592e-06,1.474351772667859e-06,-6.065702837787512e-07,0.9999999999401938,6.066685868956643e-07,1.4736073601570587e-06,-6.065702836340932e-07,1.0000000001120504,-1.542181087134116e-06,-1.4743517732212358e-06,1.5426058395107134e-06,1.0000000003204064,-3.0456390087085783e-05,-2.3545468842243057e-06,-1.036984684826825e-05,1.5370737536110743e-07,-3.168950928637785e-06,6.912027849816939e-07,-6.786739300713014e-07,-0.00027043698921241146,0.00013096352031542378,9.228226367728588e-07,1.5701381221374824,8.97010123900082e-07,-0.00010690892224469661,-0.015868400646477147,0.007917843389935286,0.00014108351416131182,0.008073282120562637,0.00013696675007780936,1.7405969193263106e-06,-0.013714786418108834,0.006542733979259938,-6.916629163513169e-08,0.006990323121372605,5.508133850199726e-08,0.0027842869701479463,0.01672624748102207,6.007371960701999,0.0020277472469797677
19,0.019,3.370393695377605e-05,3.446025023174064e-06,3.387964661333487e-05,0.01619684494826633,1.6726811270918752e-05,2.926036826308101e-05,3.766713993957854e-05,20857.99106133589,0.9997944670182329,3.4770784320564835e-05,0.019902172585351763,0.33411841439924705,0.0010016888339103166,0.33094672455168056,1.8202205542827699e-06,1.3516282901804288e-06,-7.196837179535009e-07,0.9999999999402923,7.197822077208596e-07,1.3508835031914024e-06,-7.196837179473921e-07,1.0000000001115077,-1.8202215266096375e-06,-1.3516282907806432e-06,1.8206462004677348e-06,1.0000000003201122,-3.17818153224847e-05,-2.7640855836119638e-06,-1.0873426869117964e-05,1.7225230331081396e-07,-3.3428130111672084e-06,8.19157357726309e-07,-7.97816715392633e-07,-0.00028663383416067777,0.00013908313728225934,1.0797956450962655e-06,1.570146354296495,1.0494244042138647e-06,-0.00011914278532133164,-0.01619684494826633,0.008119616966835575,0.0001569730083234066,0.008232159012637139,0.0001524142803137827,1.7415098260741645e-06,-0.013714281490783601,0.006542577511259731,-6.718635367121483e-08,0.006989978486603255,5.309143797483641e-08,0.0032024484057612103,0.016725628226845674,5.222762743510083,0.0020277069861461736
20,0.02,3.510399044679299e-05,3.6511043150189902e-06,3.529335217867075e-05,0.016547267574524422,1.7695901501215555e-05,3.0317407794006518e-05,3.720820621683182e-05,21115.28124094076,0.9997776447749357,3.685439847061503e-05,0.020345434841083577,0.33412067617957486,0.0010016490363213048,0.33094771443836546,2.1295913312791015e-06,1.1966987982781063e-06,-8.457293358965501e-07,0.9999999999403913,8.458279139589636e-07,1.1959535199286553e-06,-8.457293360150796e-07,1.000000000110798,-2.1295923431464933e-06,-1.1966987987516858e-06,2.130016977686111e-06,1.0000000003196985,-3.3055583170016334e-05,-3.2182942347187653e-06,-1.1369307313879862e-05,1.9194415288980757e-07,-3.516946478223312e-06,9.61669189812352e-07,-9.298277881973451e-07,-0.0003031811017352022,0.0001474175938824601,1.253478864168263e-06,1.5701547558110205,1.2180920179262432e-06,-0.00013201107280471212,-0.016547267574524422,0.008334456600200758,0.0001736832190719974,0.008401514525452805,0.00016866761371237845,1.742528826537131e-06,-0.013713765042286484,0.006542417474032195,-6.50515659613121e-08,0.006989625994497611,5.094469082984765e-08,0.0036482982501889224,0.01672499484680791,4.584327731801395,0.002027665865441265
21,0.021,3.6459116215272795e-05,3.863309230248179e-06,3.666322835495107e-05,0.016919657720728655,1.868282116586669e-05,3.130845490410057e-05,3.673982216603714e-05,21384.497379074106,0.9997604239339053,3.899498325566222e-05,0.02081634799884484,0.3341229868843273,0.0010016049398824734,0.33094874783817985,2.471918710611476e-06,1.0079969530174537e-06,-9.853781790525318e-07,0.9999999999404711,9.854767002056544e-07,1.0072510399534995e-06,-9.853781791132657e-07,1.0000000001098825,-2.471919703508281e-06,-1.0079969535396055e-06,2.4723443569074632e-06,1.0000000003191187,-3.427583924670019e-05,-3.719422133783559e-06,-1.1857482790367246e-05,2.1279627919233006e-07,-3.6914245357599415e-06,1.1194913348803456e-06,-1.075338884211581e-06,-0.00032010075945593084,0.00015597993302264888,1.4446889244776774e-06,1.5701633371656285,1.4038159996423853e-06,-0.0001455110960142358,-0.016919657720728655,0.008562339140188772,0.0001912100603094145,0.008581354607938003,0.00018572398171614194,1.7436593771984118e-06,-0.013713236315987226,0.006542253632781293,-6.275357395123149e-08,0.006989265129398922,4.863264284473241e-08,0.004121817217838065,0.01672434641322147,4.057517722228361,0.002027623827786482
22,0.022,3.7769062354554615e-05,4.08367313065312e-06,3.7989188690734795e-05,0.017314003888806134,1.9689046910456233e-05,3.223109527924654e-05,3.6261402701314736e-05,21666.661716962877,0.9997427812037036,4.119579356040226e-05,0.021314902787870585,0.3341253495807572,0.001001556333395086,0.3309498271975233,2.8488220236155826e-06,7.839628071160121e-07,-1.1392984995417521e-06,0.9999999999405081,1.1393967620498957e-06,7.832160837627222e-07,-1.139298499342325e-06,1.000000000108716,-2.848822916588428e-06,-7.839628072808108e-07,2.8492476700781033e-06,1.0000000003183165,-3.544074882477766e-05,-4.269709072292523e-06,-1.2337948707918933e-05,2.3482197490808064e-07,-3.86631986970284e-06,1.2933737059564573e-06,-1.2349790524197832e-06,-0.000337414763344737,0.00016478317424160904,1.6542383339344622e-06,1.5701721088503704,1.6073966614409403e-06,-0.0001596401682082023,-0.017314003888806134,0.008803241218960155,0.0002095494094567848,0.008771684741907489,0.00020358066179855508,1.744906905359946e-06,-0.01371269455617882,0.00654208575300092,-6.028403616701327e-08,0.0069888953762711654,4.6146853501270954e-08,0.004622985889831531,0.01672368199953593,3.617506606001746,0.0020275808161369447
