step,time,pos_err_norm,rot_err_norm,err_6d_norm,qdot_max,line_dev,phase_error,sigma_min,condition_number,joint_center_cost,joint_margin_min,qdot_norm,px,py,pz,roll,pitch,yaw,r11,r12,r13,r21,r22,r23,r31,r32,r33,epx,epy,epz,erx,ery,erz,q1,q2,q3,q4,q5,q6,qdot1,qdot2,qdot3,qdot4,qdot5,qdot6,qdot_null1,qdot_null2,qdot_null3,qdot_null4,qdot_null5,qdot_null6,qdot_primary_norm,qdot_null_norm,qdot_null_ratio,null_task_leak_norm
10,0.01,4.43439964905184e-06,3.0220206916333054e-07,4.444685178740748e-06,0.004697853406509566,2.36967115826203e-06,3.748140718962587e-06,4.423067206472197e-05,17762.528210020806,1.0000418154108204,4.73784945455524e-06,0.005785543374427599,0.33408583669106123,0.0010018844672537704,0.3309342788280404,2.489749495460103e-07,-1.5425590138562484e-08,-9.880757279034924e-08,0.9999999999414593,9.890359790428501e-08,-1.6169092790369044e-08,-9.880757292342574e-08,1.0000000001133884,-2.4897494808149986e-07,1.5425590100398567e-08,2.4940059611955334e-07,1.00000000032265,-4.305718360131383e-06,-4.089133153325694e-07,-9.785088406766285e-07,4.437977451820568e-08,-2.7663973507293654e-07,1.1325627222846044e-07,-1.267010121012237e-07,-4.179107495018509e-05,1.895139781822096e-05,1.7882385072726765e-07,1.5700229200192182,1.572862889324959e-07,-3.359732447598168e-05,-0.004697853406509566,0.002212216245146367,4.646984330540755e-05,0.0025502645807006967,4.0584909939449354e-05,4.317565905076842e-07,-0.003379238871805801,0.0014883097521525782,-8.100701937908456e-08,0.0018666011194077875,7.667035886995161e-08,0.0016538278349138105,0.004137453469092366,2.5017437602906507,0.0004855205791332383
11,0.011,4.82238881301653e-06,3.489510210070673e-07,4.834997484897883e-06,0.005004423137849314,2.6523262922568188e-06,4.0274804907386925e-06,4.408853042832662e-05,17819.80028794265,1.0000367998343918,5.33222385052864e-06,0.006168219746694333,0.33408649330633206,0.0010018732476427305,0.3309345089518742,3.36026959590896e-07,-8.005258456122988e-08,-1.3433903234272293e-07,0.9999999999414525,1.3443503403973237e-07,-8.079610807482096e-08,-1.343390321358902e-07,1.0000000001133587,-3.3602694888397917e-07,8.005258472255916e-08,3.364526062199502e-07,1.0000000003226215,-4.6722222706852e-06,-5.42749384411156e-07,-1.0635769943645457e-06,5.39509169216347e-08,-3.0863590282794e-07,1.536228925348432e-07,-1.673850684497861e-07,-4.67954980880344e-05,2.132889540211456e-05,2.3499422629446517e-07,1.5700256298117192,2.0631115657284646e-07,-4.068405634856241e-05,-0.005004423137849314,0.002377497583893601,5.617037556719754e-05,0.002709792500961824,4.9024867640350554e-05,4.3183581904279836e-07,-0.0033791946375004525,0.001488296067960066,-8.055925931751904e-08,0.0018665707176332023,7.622306230363633e-08,0.002037233576256839,0.0041373987028959225,2.0308906887677467,0.00048551650462998956
12,0.012,5.2010050732877285e-06,4.021990374448244e-07,5.216533124411867e-06,0.005342429068787707,2.9502812183692668e-06,4.283257464245144e-06,4.3937496754402644e-05,17881.061272123818,1.000031434769071,5.9720892131248075e-06,0.006590153123380873,0.33408719273435394,0.0010018596615955445,0.3309347655086117,4.412161822564542e-07,-1.6291901827614197e-07,-1.7735907853477784e-07,0.9999999999414355,1.7745503559030747e-07,-1.6366257511030158e-07,-1.7735907869804174e-07,1.0000000001133114,-4.412161534281032e-07,1.6291901853808521e-07,4.4164182894101955e-07,1.0000000003225706,-5.024158374111742e-06,-7.029092964547495e-07,-1.1463877725992333e-06,6.449574933905822e-08,-3.415035385776759e-07,2.0243442685882882e-07,-2.1581462308394542e-07,-5.213792715682211e-05,2.388835685249923e-05,3.017665136612187e-07,1.5700285155576905,2.645618853221285e-07,-4.842955463415931e-05,-0.005342429068787707,0.0025594614503846687,6.67722873667535e-05,0.002885745971330728,5.825072874928208e-05,4.31932166121745e-07,-0.0033791472990472387,0.0014882814247069848,-8.005213897613025e-08,0.0018665381814810208,7.571639703344004e-08,0.0024598633063543074,0.004137340093516521,1.6819390252893418,0.0004855121520741741
13,0.013000000000000001,5.571270975708835e-06,4.6308704545072955e-07,5.590483869616293e-06,0.005711785897689137,3.26546144410728e-06,4.513958555627629e-06,4.3776655397299056e-05,17946.7651903348,1.0000256879257794,6.661603042631452e-06,0.007051240551651063,0.3340879393661003,0.0010018434891000618,0.33093505105966375,5.662296054254057e-07,-2.6569676103704865e-07,-2.285639508770032e-07,0.9999999999414032,2.2865982921703006e-07,-2.6644036873330057e-07,-2.285639509199681e-07,1.0000000001132379,-5.662295447798327e-07,2.656967610249056e-07,5.666552522209933e-07,1.0000000003224854,-5.3608277593708564e-06,-8.917179815349455e-07,-1.226957644151483e-06,7.602249663689989e-08,-3.7526598711465877e-07,2.6047193818958566e-07,-2.726456908254711e-07,-5.7849713054511244e-05,2.6646412170525807e-05,3.800377464143412e-07,1.570031593643212,3.328217147433013e-07,-5.683106774152567e-05,-0.005711785897689137,0.002758055318026578,7.827123275312249e-05,0.003078085521629193,6.825982942117275e-05,4.3204721931773543e-07,-0.003379096541025063,0.001488265724918448,-7.947997753360355e-08,0.001866503294089425,7.514468200650425e-08,0.0029216097941551313,0.004137277250440179,1.4160950778919805,0.0004855074931160702
14,0.014,5.9345710415724556e-06,5.327439825675517e-07,5.958435163567051e-06,0.006112407848538247,3.5998381039396095e-06,4.718082139263439e-06,4.360509287556277e-05,18017.383017725628,1.0000195271082553,7.4049096815018745e-06,0.007551376105324675,0.33408873758082624,0.0010018245110533061,0.33093536815587826,7.127472083645614e-07,-3.900509870646829e-07,-2.8864700629682716e-07,0.9999999999413468,2.8874275689096767e-07,-3.9079467125877065e-07,-2.886470061988873e-07,1.0000000001131282,-7.127470958019902e-07,3.900509871843788e-07,7.131728549936156e-07,1.0000000003223508,-5.681540789059802e-06,-1.111490782897866e-06,-1.3053030105125707e-06,8.853940066580382e-08,-4.099462960066898e-07,3.285132567828451e-07,-3.385315368018765e-07,-6.396212090304949e-05,2.9619638726007498e-05,4.7070046562231743e-07,1.5700348804145312,4.118713773517633e-07,-6.588584597640538e-05,-0.006112407848538247,0.002973226555481691,9.066271920797625e-05,0.0032867713191614438,7.904966260846203e-05,4.3218255833579214e-07,-0.003379042048969807,0.0014882488714147984,-7.88371039439329e-08,0.0018664658392548846,7.45022459618132e-08,0.003422365287280803,0.004137209784338543,1.208874399967058,0.00048550249948796614
15,0.015,6.292689394752309e-06,6.122625862121086e-07,6.322405024458914e-06,0.006544208667211627,3.95542073867827e-06,4.89413798320746e-06,4.34218978884347e-05,18093.405066667056,1.00001292021356,8.206140288639533e-06,0.008090451467548611,0.33408959174602376,0.0010018025092596616,0.33093571933755417,8.824419714947851e-07,-5.376401834844557e-07,-3.5829872668813323e-07,0.9999999999412555,3.5839428084761426e-07,-5.383839782012456e-07,-3.5829872664338787e-07,1.0000000001129705,-8.824417788026107e-07,5.376401836214989e-07,8.828676181238393e-07,1.0000000003221465,-5.985617026360579e-06,-1.3645334693717683e-06,-1.3814402062828357e-06,1.020547197817841e-07,-4.455672196535626e-07,4.0733298591643074e-07,-4.1412267817272106e-07,-7.050632957026112e-05,3.282456115455813e-05,5.746425596023524e-07,1.5700383921776944,5.024892690673779e-07,-7.559114137084452e-05,-0.006544208667211627,0.0032049224285506323,0.00010394209398003496,0.003511763163123495,9.061789171561456e-05,4.3233975472701455e-07,-0.003378983509378956,0.001488230767312674,-7.811785406496421e-08,0.0018664256014355235,7.378342455545138e-08,0.003962021486708623,0.004137137307074664,1.0441986041492461,0.00048549714300436653
16,0.016,6.647844900320033e-06,7.026860745512036e-07,6.684879171539246e-06,0.007007101618058405,4.334249393779943e-06,5.040647181790417e-06,4.322616133219198e-05,18175.343703146376,1.000005835232595,9.06941281417716e-06,0.008668356441218604,0.3340905062173739,0.001001777266428816,0.3309361071344562,1.0769798861609559e-06,-7.101161560996161e-07,-4.382067246844201e-07,0.9999999999411165,4.3830198858463115e-07,-7.108601067368214e-07,-4.3820672478038557e-07,1.0000000001127478,-1.0769795749587615e-06,7.101161562800273e-07,1.0774055329565435e-06,1.0000000003218483,-6.272385158490046e-06,-1.653142247533745e-06,-1.4553854993382132e-06,1.1657672856931198e-07,-4.821512206255902e-07,4.977025077026536e-07,-5.000668856890041e-07,-7.751343118831952e-05,3.627765125670864e-05,6.927470899422907e-07,1.5700421451981736,6.054516334021981e-07,-8.594420751628295e-05,-0.007007101618058405,0.0034530901021505083,0.00011810453033993829,0.0037530204791990825,0.0001029623643348202,4.325203715770763e-07,-0.0033789206097201573,0.0014882113160275946,-7.731656752840865e-08,0.0018663823657571804,7.298255722699008e-08,0.004540469530506229,0.004137059431713759,0.9111523385426956,0.0004854913955627223
17,0.017,7.002721457101911e-06,8.050040637890989e-07,7.048839574601799e-06,0.007500999480412245,4.738386491878128e-06,5.156142090693937e-06,4.301697631656843e-05,18263.73642808261,0.9999982402506284,9.998831974728707e-06,0.009284979368055129,0.3340914853387011,0.0010017485661738016,0.3309365340658303,1.2980199661782876e-06,-9.091240369407672e-07,-5.290557494319614e-07,0.9999999999409116,5.291505979012026e-07,-9.098682024477611e-07,-5.290557494460493e-07,1.0000000001124412,-1.298019485236697e-06,9.091240371957715e-07,1.2984456129738753e-06,1.000000000321425,-6.54118292275907e-06,-1.979603773971184e-06,-1.5271550919404575e-06,1.3211371604582521e-07,-5.197204727418375e-07,6.003899890592178e-07,-5.9700918509007e-07,-8.501443066873177e-05,3.999532789891483e-05,8.258921036915957e-07,1.5700461557004879,7.215327594541287e-07,-9.694229940106593e-05,-0.007500999480412245,0.0037176766422061837,0.00013314501374930496,0.00401050231419136,0.00011608112605193057,4.327259631681824e-07,-0.003378853038437141,0.0014881904212757375,-7.642758435019693e-08,0.001866335918017448,7.209398380588132e-08,0.005157599982201532,0.0041369757725306135,0.8021125690252978,0.000485485229143795
18,0.018000000000000002,7.360490540344487e-06,9.201549011378508e-07,7.417783094468905e-06,0.008025814545049434,5.169908882600784e-06,5.239166263835966e-06,4.279343818101187e-05,18359.149369552837,0.999990103447827,1.0998489229106666e-05,0.009940207455768235,0.3340925334419302,0.001001716193008873,0.3309370026404177,1.5472142571582026e-06,-1.1363022909272047e-06,-6.315276919188761e-07,0.9999999999406197,6.316219620241547e-07,-1.1370467472987533e-06,-6.315276916934663e-07,1.000000000112027,-1.5472135393666766e-06,1.136302291570787e-06,1.5476399036207233e-06,1.0000000003208378,-6.791357035185186e-06,-2.346195167383198e-06,-1.5967651210146983e-06,1.4867398578967542e-07,-5.582968629386727e-07,7.161603876718233e-07,-7.055918583427268e-07,-9.30402452137812e-05,4.399395691642666e-05,9.749504316553143e-07,1.5700504398678186,8.515051937914295e-07,-0.00010858267325265671,-0.008025814545049434,0.003998629017511836,0.00014905832796371853,0.0042841673306188805,0.00012997243433730078,4.329580746150316e-07,-0.0033787804849586315,0.001488167987076636,-7.544524127968186e-08,0.0018662860446918572,7.111204085633715e-08,0.005813302821764258,0.004136885945020746,0.7116240235793588,0.00048547861581238895
19,0.019,7.724822671717987e-06,1.0490315794613747e-06,7.79572655781329e-06,0.008581458610767088,5.630900397377247e-06,5.2882743900400785e-06,4.255464451091762e-05,18462.18124063301,0.9999813930997995,1.2072462754503508e-05,0.010633927022808404,0.3340936548470432,0.0010016799323474164,0.33093751535647037,1.8262078449460262e-06,-1.3932827247487012e-06,-7.463015907482884e-07,0.9999999999402155,7.463950747843642e-07,-1.3940275667943813e-06,-7.463015908586161e-07,1.0000000001114773,-1.826206805092905e-06,1.3932827252535057e-06,1.8266334919081473e-06,1.0000000003200422,-7.022263118605654e-06,-2.7551840207117647e-06,-1.664231658926596e-06,1.662658557714097e-07,-5.979019939787394e-07,8.45775458090429e-07,-8.264544447272613e-07,-0.00010162170382454828,4.828985101801403e-05,1.140789472716056e-06,1.57005501384162,9.961399662996684e-07,-0.00012086258638453453,-0.008581458610767088,0.004295894101587372,0.0001658390410607416,0.004573973801445195,0.0001446347725082388,4.332182414742383e-07,-0.0033787026397056846,0.001488143917755069,-7.436386788515954e-08,0.0018662325329392797,7.003105775816694e-08,0.006507467438337358,0.004136789565909645,0.6356988497403662,0.00048547152771782665
20,0.02,8.099884341165679e-06,1.1924890205622268e-06,8.187194660225345e-06,0.009167842981002861,6.123445154989301e-06,5.302032230579843e-06,4.22996951542681e-05,18573.467828036817,0.9999720775781482,1.3224817423131935e-05,0.011366023674007656,0.3340948538620365,0.0010016395704997693,0.3309380747017661,2.1366388693877525e-06,-1.6816904908623087e-06,-8.740536405760224e-07,0.9999999999396688,8.741460758278673e-07,-1.682435838059465e-06,-8.740536407454773e-07,1.0000000001107587,-2.1366373992529302e-06,1.6816904917105885e-06,2.137064516127829e-06,1.000000000318983,-7.233265631678698e-06,-3.2088284131833074e-06,-1.7295707145370542e-06,1.8489765633437458e-07,-6.385571862583441e-07,9.899937579203925e-07,-9.602337417756035e-07,-0.00011078954680555114,5.289926969252774e-05,1.3242709641040765e-06,1.570059893721225,1.1562068300521605e-06,-0.00013377929704834224,-0.009167842981002861,0.004609418674513706,0.00018348149138802057,0.004879879604862306,0.00016006686375249216,4.3350798932724285e-07,-0.0033786191940982256,0.0014881181179433071,-7.317778237563038e-08,0.0018661751706061454,6.884535252348084e-08,0.007239982624003086,0.004136686253160952,0.5713668757815822,0.00048546393709435334
21,0.021,8.490317165982148e-06,1.3513513056123207e-06,8.597187675638543e-06,0.009784878460440157,6.64962177553255e-06,5.279016558127946e-06,4.202769223739413e-05,18693.6870902265,0.9999621253510272,1.4459604779313653e-05,0.012136382421113905,0.3340961347828803,0.001001594894671041,0.3309386831536235,2.4801385305472934e-06,-2.0031440981505e-06,-1.0154571961074055e-06,0.9999999999389428,1.0155482559310418e-06,-2.0038900965281548e-06,-1.0154571958705988e-06,1.000000000109832,-2.480136496134601e-06,2.0031440991306187e-06,2.480564177398392e-06,1.0000000003175977,-7.423737799716612e-06,-3.709376922351147e-06,-1.792798234034887e-06,2.0457773087688532e-07,-6.802834810270148e-07,1.1495706540492218e-06,-1.1075638060670664e-06,-0.0001205744252659913,5.783841911725461e-05,1.526250737559986e-06,1.570065095563444,1.3324745152859686e-06,-0.00014733006429146277,-0.009784878460440157,0.004939149424726869,0.0002019797734559095,0.005201842219115262,0.00017626768523380812,4.3382883333729965e-07,-0.0033785298405653538,0.0014880904925835769,-7.188128715634136e-08,0.001866113746234328,6.754922734677294e-08,0.008010736568163434,0.00413657562598947,0.5163789359785994,0.000485455816261929
